Year,Name,Population 0-14,Population 15-64,Population 65+,Births,Deaths,Migrations
2000-01-01,Liechtenstein,5993.0,23306.0,3449.0,401.0,220.0,383.0
2001-01-01,Liechtenstein,6074.0,23739.0,3499.0,395.0,215.0,329.0
2002-01-01,Liechtenstein,6128.0,24107.0,3586.0,347.0,217.0,255.0
2003-01-01,Liechtenstein,6102.0,24422.0,3682.0,372.0,198.0,194.0
2004-01-01,Liechtenstein,6072.0,24696.0,3806.0,381.0,215.0,140.0
2005-01-01,Liechtenstein,6061.0,24856.0,3963.0,361.0,220.0,143.0
2006-01-01,Liechtenstein,6027.0,25004.0,4133.0,351.0,227.0,102.0
2007-01-01,Liechtenstein,5976.0,25102.0,4312.0,350.0,205.0,65.0
2008-01-01,Liechtenstein,5920.0,25155.0,4525.0,406.0,229.0,79.0
2009-01-01,Liechtenstein,5898.0,25181.0,4777.0,400.0,235.0,116.0
2010-01-01,Liechtenstein,5906.0,25235.0,4996.0,397.0,242.0,130.0
2011-01-01,Liechtenstein,5885.0,25323.0,5214.0,395.0,249.0,145.0
2012-01-01,Liechtenstein,5882.0,25373.0,5458.0,395.0,255.0,157.0
2013-01-01,Liechtenstein,5885.0,25418.0,5707.0,393.0,262.0,173.0
2014-01-01,Liechtenstein,5876.0,25477.0,5961.0,394.0,270.0,187.0
2015-01-01,Liechtenstein,5849.0,25574.0,6202.0,395.0,276.0,194.0
2016-01-01,Liechtenstein,5835.0,25677.0,6426.0,397.0,284.0,194.0
2017-01-01,Liechtenstein,5837.0,25758.0,6650.0,400.0,291.0,193.0
2018-01-01,Liechtenstein,5871.0,25780.0,6896.0,402.0,299.0,195.0
2019-01-01,Liechtenstein,5918.0,25788.0,7139.0,405.0,307.0,194.0
2020-01-01,Liechtenstein,5948.0,25811.0,7378.0,408.0,311.0,191.0
2021-01-01,Liechtenstein,5987.0,25815.0,7623.0,410.0,317.0,193.0
2022-01-01,Liechtenstein,6045.0,25777.0,7889.0,412.0,322.0,192.0
1991-01-01,Lithuania,832109.0,2422981.0,409958.0,53618.0,41453.0,-59606.0
1992-01-01,Lithuania,825710.0,2378521.0,413376.0,46754.0,46131.0,-63703.0
1993-01-01,Lithuania,815317.0,2322780.0,416430.0,42844.0,46498.0,-28741.0
1994-01-01,Lithuania,805962.0,2293841.0,422329.0,41183.0,45308.0,-8296.0
1995-01-01,Lithuania,796802.0,2282786.0,430123.0,39169.0,42896.0,-5447.0
1996-01-01,Lithuania,785824.0,2275586.0,439127.0,37812.0,41138.0,-1843.0
1997-01-01,Lithuania,772848.0,2273521.0,448999.0,37019.0,40755.0,1492.0
1998-01-01,Lithuania,755578.0,2278098.0,459448.0,36415.0,39991.0,3627.0
1999-01-01,Lithuania,735109.0,2289719.0,468347.0,34149.0,38912.0,995.0
2000-01-01,Lithuania,712023.0,2300487.0,476897.0,31546.0,40399.0,-5161.0
2001-01-01,Lithuania,684436.0,2305239.0,485718.0,29541.0,41072.0,-9959.0
2002-01-01,Lithuania,654423.0,2305183.0,494297.0,29977.0,40990.0,-18154.0
2003-01-01,Lithuania,625342.0,2296363.0,503031.0,29769.0,41340.0,-28692.0
2004-01-01,Lithuania,597497.0,2275486.0,511490.0,29510.0,43799.0,-43551.0
2005-01-01,Lithuania,568260.0,2239195.0,519178.0,29606.0,44813.0,-40408.0
2006-01-01,Lithuania,540058.0,2204341.0,526619.0,30020.0,45624.0,-24848.0
2007-01-01,Lithuania,515727.0,2180857.0,533982.0,31536.0,43832.0,-22280.0
2008-01-01,Lithuania,497313.0,2159731.0,538946.0,32165.0,42032.0,-27365.0
2009-01-01,Lithuania,484159.0,2134536.0,540063.0,30676.0,42120.0,-58541.0
2010-01-01,Lithuania,469256.0,2076494.0,543023.0,30268.0,41037.0,-62993.0
2011-01-01,Lithuania,455948.0,2011751.0,547312.0,30459.0,40938.0,-31373.0
2012-01-01,Lithuania,448027.0,1977765.0,547367.0,29885.0,40944.0,-18742.0
2013-01-01,Lithuania,441707.0,1954221.0,547430.0,29544.0,41049.0,-17414.0
2014-01-01,Lithuania,435458.0,1929514.0,549467.0,29129.0,41188.0,-17748.0
2015-01-01,Lithuania,430006.0,1902351.0,552275.0,28657.0,41284.0,-16866.0
2016-01-01,Lithuania,426274.0,1874600.0,554265.0,28128.0,41312.0,-16015.0
2017-01-01,Lithuania,424377.0,1846150.0,555413.0,27543.0,41295.0,-15186.0
2018-01-01,Lithuania,422876.0,1818291.0,555835.0,26902.0,41179.0,-14430.0
2019-01-01,Lithuania,420828.0,1791209.0,556258.0,26225.0,41002.0,-13702.0
2020-01-01,Lithuania,418446.0,1763049.0,558321.0,25536.0,40798.0,-12988.0
2021-01-01,Lithuania,415457.0,1734874.0,561235.0,24842.0,40563.0,-12299.0
2022-01-01,Lithuania,411681.0,1706011.0,565854.0,24142.0,40300.0,-11633.0
1991-01-01,Luxembourg,68006.0,266899.0,52247.0,5149.0,4021.0,4188.0
1992-01-01,Luxembourg,69589.0,269550.0,53329.0,5353.0,3915.0,4094.0
1993-01-01,Luxembourg,71262.0,272188.0,54550.0,5451.0,3800.0,4020.0
1994-01-01,Luxembourg,73034.0,274673.0,55964.0,5421.0,3797.0,4324.0
1995-01-01,Luxembourg,74766.0,277358.0,57495.0,5689.0,3895.0,4068.0
1996-01-01,Luxembourg,76328.0,280223.0,58930.0,5503.0,3927.0,3871.0
1997-01-01,Luxembourg,77867.0,282963.0,60098.0,5386.0,3901.0,3995.0
1998-01-01,Luxembourg,79407.0,285912.0,61089.0,5582.0,3793.0,4242.0
1999-01-01,Luxembourg,80996.0,289384.0,62059.0,5723.0,3754.0,4091.0
2000-01-01,Luxembourg,82717.0,292747.0,63035.0,5459.0,3719.0,3592.0
2001-01-01,Luxembourg,84035.0,295712.0,64084.0,5345.0,3744.0,3049.0
2002-01-01,Luxembourg,84899.0,298377.0,65205.0,5303.0,4053.0,4206.0
2003-01-01,Luxembourg,85736.0,301978.0,66223.0,5452.0,3578.0,4589.0
2004-01-01,Luxembourg,86529.0,306466.0,67405.0,5371.0,3621.0,5313.0
2005-01-01,Luxembourg,87129.0,311583.0,68751.0,5514.0,3766.0,5731.0
2006-01-01,Luxembourg,87843.0,317269.0,69830.0,5477.0,3866.0,5744.0
2007-01-01,Luxembourg,88495.0,322909.0,70893.0,5596.0,3595.0,6655.0
2008-01-01,Luxembourg,89147.0,329564.0,72242.0,5638.0,3655.0,7151.0
2009-01-01,Luxembourg,89746.0,336637.0,73704.0,5874.0,3760.0,7056.0
2010-01-01,Luxembourg,90461.0,343772.0,75024.0,5639.0,3819.0,9479.0
2011-01-01,Luxembourg,91485.0,352466.0,76605.0,6026.0,3876.0,10355.0
2012-01-01,Luxembourg,92638.0,361905.0,78518.0,6115.0,3822.0,10121.0
2013-01-01,Luxembourg,93967.0,370885.0,80623.0,6299.0,3939.0,10173.0
2014-01-01,Luxembourg,95303.0,379860.0,82845.0,6482.0,4052.0,9889.0
2015-01-01,Luxembourg,96564.0,388702.0,85061.0,6661.0,4165.0,9609.0
2016-01-01,Luxembourg,97968.0,397280.0,87184.0,6832.0,4274.0,9329.0
2017-01-01,Luxembourg,99630.0,405323.0,89366.0,6997.0,4383.0,9051.0
2018-01-01,Luxembourg,101424.0,412843.0,91717.0,7154.0,4490.0,8771.0
2019-01-01,Luxembourg,103260.0,419955.0,94204.0,7297.0,4599.0,8498.0
2020-01-01,Luxembourg,105101.0,426765.0,96749.0,7429.0,4644.0,8189.0
2021-01-01,Luxembourg,106952.0,433316.0,99321.0,7551.0,4689.0,7913.0
2022-01-01,Luxembourg,108781.0,439522.0,102061.0,7657.0,4736.0,7639.0
1991-01-01,Monaco,3806.0,19674.0,6679.0,226.0,246.0,207.0
1992-01-01,Monaco,3900.0,19718.0,6728.0,214.0,237.0,208.0
1993-01-01,Monaco,3945.0,19818.0,6768.0,234.0,255.0,206.0
1994-01-01,Monaco,4006.0,19882.0,6828.0,234.0,238.0,198.0
1995-01-01,Monaco,4067.0,19985.0,6858.0,222.0,226.0,207.0
1996-01-01,Monaco,4132.0,20045.0,6936.0,201.0,206.0,207.0
1997-01-01,Monaco,4170.0,20184.0,6961.0,192.0,229.0,224.0
1998-01-01,Monaco,4174.0,20304.0,7024.0,206.0,238.0,204.0
1999-01-01,Monaco,4181.0,20463.0,7030.0,214.0,233.0,200.0
2000-01-01,Monaco,4215.0,20577.0,7063.0,230.0,275.0,33.0
2001-01-01,Monaco,4247.0,20503.0,7093.0,235.0,233.0,-191.0
2002-01-01,Monaco,4252.0,20286.0,7116.0,235.0,290.0,-140.0
2003-01-01,Monaco,4204.0,20138.0,7117.0,213.0,208.0,-199.0
2004-01-01,Monaco,4118.0,19990.0,7157.0,252.0,256.0,-163.0
2005-01-01,Monaco,4019.0,19874.0,7205.0,232.0,218.0,-163.0
2006-01-01,Monaco,4014.0,19621.0,7314.0,226.0,225.0,-119.0
2007-01-01,Monaco,3994.0,19427.0,7410.0,221.0,230.0,-92.0
2008-01-01,Monaco,3971.0,19201.0,7558.0,220.0,236.0,-65.0
2009-01-01,Monaco,3936.0,18987.0,7726.0,218.0,243.0,-35.0
2010-01-01,Monaco,3884.0,18782.0,7923.0,215.0,250.0,-7.0
2011-01-01,Monaco,3815.0,18626.0,8106.0,211.0,256.0,21.0
2012-01-01,Monaco,3759.0,18401.0,8363.0,208.0,262.0,50.0
2013-01-01,Monaco,3719.0,18186.0,8614.0,208.0,269.0,77.0
2014-01-01,Monaco,3674.0,18045.0,8816.0,208.0,275.0,105.0
2015-01-01,Monaco,3618.0,17908.0,9047.0,208.0,283.0,134.0
2016-01-01,Monaco,3555.0,17763.0,9314.0,207.0,290.0,162.0
2017-01-01,Monaco,3474.0,17681.0,9556.0,205.0,297.0,191.0
2018-01-01,Monaco,3386.0,17601.0,9823.0,205.0,307.0,221.0
2019-01-01,Monaco,3309.0,17524.0,10096.0,206.0,317.0,248.0
2020-01-01,Monaco,3222.0,17451.0,10393.0,207.0,327.0,277.0
2021-01-01,Monaco,3123.0,17379.0,10721.0,209.0,336.0,304.0
2022-01-01,Monaco,3041.0,17293.0,11066.0,209.0,345.0,333.0
1991-01-01,New Zealand,787846.0,2274318.0,393036.0,59166.0,27115.0,6303.0
1992-01-01,New Zealand,797289.0,2295086.0,401179.0,58782.0,27100.0,11402.0
1993-01-01,New Zealand,809416.0,2318810.0,408412.0,57321.0,26953.0,19299.0
1994-01-01,New Zealand,821389.0,2349514.0,415402.0,57671.0,27813.0,26019.0
1995-01-01,New Zealand,831858.0,2388363.0,421961.0,57280.0,28255.0,25806.0
1996-01-01,New Zealand,841777.0,2427465.0,427771.0,57604.0,27471.0,11274.0
1997-01-01,New Zealand,849501.0,2456047.0,432872.0,55349.0,26206.0,-3251.0
1998-01-01,New Zealand,854260.0,2471562.0,438490.0,57053.0,28122.0,-9487.0
1999-01-01,New Zealand,857621.0,2482863.0,443272.0,56605.0,26660.0,-11301.0
2000-01-01,New Zealand,860401.0,2493791.0,448208.0,55799.0,27825.0,7504.0
2001-01-01,New Zealand,864365.0,2519386.0,454127.0,54021.0,28065.0,34622.0
2002-01-01,New Zealand,870668.0,2567204.0,460584.0,56134.0,28010.0,33701.0
2003-01-01,New Zealand,874587.0,2618041.0,467653.0,58073.0,28419.0,18231.0
2004-01-01,New Zealand,875192.0,2656618.0,476356.0,57745.0,27034.0,9347.0
2005-01-01,New Zealand,873165.0,2687275.0,487784.0,59193.0,28245.0,10792.0
2006-01-01,New Zealand,871897.0,2716667.0,501400.0,64044.0,28524.0,6500.0
2007-01-01,New Zealand,873262.0,2744415.0,514307.0,64343.0,29187.0,4834.0
2008-01-01,New Zealand,876775.0,2769646.0,525553.0,62543.0,28965.0,13322.0
2009-01-01,New Zealand,882373.0,2798735.0,537766.0,63897.0,28437.0,14911.0
2010-01-01,New Zealand,889238.0,2827485.0,552522.0,61403.0,30084.0,6369.0
2011-01-01,New Zealand,893223.0,2843799.0,569911.0,61178.0,30096.0,-1391.0
2012-01-01,New Zealand,894728.0,2851815.0,590081.0,58717.0,29568.0,11618.0
2013-01-01,New Zealand,898147.0,2867833.0,611411.0,57242.0,31062.0,38938.0
2014-01-01,New Zealand,903670.0,2905883.0,632956.0,61071.0,31608.0,53141.0
2015-01-01,New Zealand,911453.0,2959530.0,654130.0,59427.0,31179.0,60655.0
2016-01-01,New Zealand,922338.0,3015723.0,675955.0,59655.0,32607.0,59461.0
2017-01-01,New Zealand,935211.0,3067393.0,697921.0,61035.0,33120.0,51487.0
2018-01-01,New Zealand,947626.0,3112150.0,720151.0,62232.0,33656.0,46300.0
2019-01-01,New Zealand,957639.0,3154921.0,742243.0,63250.0,34219.0,41500.0
2020-01-01,New Zealand,966660.0,3193659.0,765015.0,64045.0,34508.0,36571.0
2021-01-01,New Zealand,974506.0,3228314.0,788622.0,64588.0,34838.0,31812.0
2022-01-01,New Zealand,978389.0,3259136.0,815479.0,64823.0,35210.0,27085.0
1991-01-01,Norway,809816.0,2757502.0,694415.0,60109.0,44731.0,9247.0
1992-01-01,Norway,819149.0,2770892.0,696317.0,59678.0,46597.0,12526.0
1993-01-01,Norway,829771.0,2786125.0,696069.0,60092.0,44071.0,8653.0
1994-01-01,Norway,839606.0,2801722.0,695311.0,60292.0,45190.0,7361.0
1995-01-01,Norway,848702.0,2815419.0,694981.0,60927.0,43860.0,5109.0
1996-01-01,Norway,858267.0,2828860.0,694151.0,59801.0,44595.0,9189.0
1997-01-01,Norway,867927.0,2844844.0,692902.0,58352.0,43987.0,12681.0
1998-01-01,Norway,877335.0,2865159.0,690225.0,59298.0,45170.0,16531.0
1999-01-01,Norway,888218.0,2889104.0,686056.0,59234.0,44002.0,13791.0
2000-01-01,Norway,898624.0,2912019.0,681758.0,56696.0,43981.0,10080.0
2001-01-01,Norway,904802.0,2931782.0,678612.0,55434.0,44466.0,13439.0
2002-01-01,Norway,908555.0,2954726.0,676322.0,56458.0,42482.0,12725.0
2003-01-01,Norway,909880.0,2980357.0,676067.0,56951.0,41202.0,11361.0
2004-01-01,Norway,908549.0,3006126.0,678739.0,56756.0,41229.0,15935.0
2005-01-01,Norway,906187.0,3035416.0,683273.0,58545.0,41253.0,20199.0
2006-01-01,Norway,904730.0,3070112.0,687525.0,58459.0,41954.0,32081.0
2007-01-01,Norway,906249.0,3111304.0,693400.0,60497.0,41712.0,40359.0
2008-01-01,Norway,910580.0,3155931.0,703586.0,61807.0,41449.0,40204.0
2009-01-01,Norway,915779.0,3196086.0,718794.0,61442.0,41499.0,40699.0
2010-01-01,Norway,920149.0,3233119.0,738033.0,60220.0,41393.0,45246.0
2011-01-01,Norway,923194.0,3270905.0,761275.0,60255.0,41992.0,47470.0
2012-01-01,Norway,926196.0,3308885.0,786026.0,58995.0,41282.0,43982.0
2013-01-01,Norway,929799.0,3344206.0,808797.0,59084.0,40394.0,38626.0
2014-01-01,Norway,932150.0,3376925.0,831043.0,59058.0,40727.0,34158.0
2015-01-01,Norway,933707.0,3406265.0,852635.0,58890.0,40726.0,28022.0
2016-01-01,Norway,936350.0,3429210.0,873233.0,56633.0,40774.0,24864.0
2017-01-01,Norway,938751.0,3446523.0,894242.0,55120.0,40840.0,20516.0
2018-01-01,Norway,937291.0,3460316.0,916705.0,54495.0,40684.0,21950.0
2019-01-01,Norway,932710.0,3477602.0,939761.0,52979.0,40538.0,19013.0
2020-01-01,Norway,925747.0,3492247.0,963533.0,56060.0,42002.0,14682.0
2021-01-01,Norway,918404.0,3504179.0,987684.0,56514.0,43351.0,20398.0
2022-01-01,Norway,912854.0,3520378.0,1010596.0,56875.0,44741.0,21066.0
1991-01-01,Panama,857853.0,1473523.0,121553.0,63320.0,12135.0,-2538.0
1992-01-01,Panama,864189.0,1511733.0,125654.0,63364.0,12164.0,-2334.0
1993-01-01,Panama,870172.0,1550318.0,129952.0,63364.0,12206.0,-1994.0
1994-01-01,Panama,876636.0,1588548.0,134422.0,65470.0,12279.0,-2719.0
1995-01-01,Panama,883033.0,1627999.0,139046.0,67015.0,13213.0,-1694.0
1996-01-01,Panama,894228.0,1664328.0,143630.0,71886.0,14281.0,-2977.0
1997-01-01,Panama,907271.0,1701537.0,148006.0,65905.0,13734.0,1955.0
1998-01-01,Panama,919043.0,1739246.0,152651.0,65902.0,13732.0,-37.0
1999-01-01,Panama,926906.0,1778247.0,157920.0,68535.0,13485.0,-341.0
2000-01-01,Panama,934773.0,1818927.0,164082.0,67542.0,14009.0,2993.0
2001-01-01,Panama,942966.0,1860337.0,171005.0,65186.0,13866.0,4479.0
2002-01-01,Panama,949847.0,1901742.0,178518.0,65273.0,14648.0,4856.0
2003-01-01,Panama,955251.0,1943582.0,186755.0,66319.0,14766.0,5181.0
2004-01-01,Panama,960484.0,1985902.0,195936.0,67273.0,15401.0,6622.0
2005-01-01,Panama,966051.0,2028630.0,206135.0,69513.0,15458.0,5633.0
2006-01-01,Panama,972566.0,2070968.0,216970.0,67397.0,16263.0,6935.0
2007-01-01,Panama,978815.0,2111937.0,227821.0,68783.0,16562.0,3681.0
2008-01-01,Panama,984418.0,2151549.0,238508.0,68375.0,16907.0,3351.0
2009-01-01,Panama,990203.0,2189916.0,249175.0,67462.0,18181.0,2818.0
2010-01-01,Panama,993978.0,2228147.0,259268.0,73303.0,17698.0,-1358.0
2011-01-01,Panama,998302.0,2267725.0,269613.0,75507.0,18679.0,2121.0
2012-01-01,Panama,1003575.0,2309931.0,281083.0,73824.0,19044.0,4809.0
2013-01-01,Panama,1009649.0,2351404.0,293125.0,75197.0,19393.0,6159.0
2014-01-01,Panama,1018952.0,2390657.0,306532.0,75918.0,19321.0,10583.0
2015-01-01,Panama,1028697.0,2432638.0,321986.0,75206.0,19978.0,12347.0
2016-01-01,Panama,1037498.0,2475490.0,337908.0,76172.0,20524.0,25789.0
2017-01-01,Panama,1047426.0,2532134.0,352773.0,76879.0,20686.0,50167.0
2018-01-01,Panama,1059309.0,2611485.0,367899.0,78004.0,20942.0,43783.0
2019-01-01,Panama,1071304.0,2684787.0,383447.0,78084.0,25107.0,17972.0
2020-01-01,Panama,1082143.0,2730615.0,397729.0,78009.0,27155.0,10027.0
2021-01-01,Panama,1091157.0,2769564.0,410647.0,78050.0,26483.0,14833.0
2022-01-01,Panama,1100149.0,2814022.0,423597.0,77983.0,25876.0,14233.0
1991-01-01,Poland,9404511.0,24892203.0,3956508.0,515214.0,394729.0,-3010.0
1992-01-01,Poland,9281790.0,25058525.0,4030382.0,492925.0,392259.0,-3618.0
1993-01-01,Poland,9130002.0,25221293.0,4116450.0,481285.0,386398.0,-14337.0
1994-01-01,Poland,8950675.0,25386842.0,4210778.0,433109.0,386084.0,5320.0
1995-01-01,Poland,8732768.0,25549691.0,4318181.0,428203.0,385496.0,-13507.0
1996-01-01,Poland,8494851.0,25714214.0,4420775.0,412635.0,380201.0,-7318.0
1997-01-01,Poland,8237627.0,25904862.0,4512467.0,395619.0,375354.0,-6466.0
1998-01-01,Poland,7942806.0,26130847.0,4595102.0,382002.0,381400.0,-3819.0
1999-01-01,Poland,7636155.0,26362126.0,4667257.0,378348.0,368000.0,-21724.0
2000-01-01,Poland,7341387.0,26568955.0,4743820.0,368205.0,363200.0,-15528.0
2001-01-01,Poland,7072863.0,26742290.0,4828486.0,353765.0,359500.0,-11930.0
2002-01-01,Poland,6833671.0,26884625.0,4907678.0,351072.0,365230.0,-12496.0
2003-01-01,Poland,6634350.0,26987679.0,4977291.0,356090.0,363522.0,-17683.0
2004-01-01,Poland,6443634.0,27085337.0,5045234.0,364383.0,368285.0,-13699.0
2005-01-01,Poland,6258727.0,27188387.0,5109490.0,364383.0,369686.0,-8848.0
2006-01-01,Poland,6085692.0,27300007.0,5156754.0,387873.0,377226.0,-15137.0
2007-01-01,Poland,5939709.0,27414837.0,5183417.0,414499.0,379399.0,-17002.0
2008-01-01,Poland,5845146.0,27510295.0,5200620.0,417589.0,384940.0,-1164.0
2009-01-01,Poland,5781332.0,27588750.0,5217464.0,413300.0,384940.0,489.0
2010-01-01,Poland,5745719.0,27629968.0,5240708.0,388416.0,379510.0,6503.0
2011-01-01,Poland,5720580.0,27585739.0,5325485.0,386257.0,382976.0,-2662.0
2012-01-01,Poland,5691008.0,27468168.0,5473247.0,370694.0,386261.0,-3836.0
2013-01-01,Poland,5667720.0,27294857.0,5650443.0,372879.0,389279.0,-17435.0
2014-01-01,Poland,5652493.0,27087167.0,5839525.0,365266.0,392066.0,-10600.0
2015-01-01,Poland,5642917.0,26854849.0,6044019.0,376311.0,389585.0,-13913.0
2016-01-01,Poland,5642138.0,26608828.0,6263632.0,391231.0,400168.0,-719.0
2017-01-01,Poland,5666540.0,26349861.0,6488541.0,378001.0,412532.0,15297.0
2018-01-01,Poland,5700229.0,26073576.0,6711903.0,374954.0,415902.0,8109.0
2019-01-01,Poland,5724617.0,25799316.0,6928936.0,352356.0,477355.0,47376.0
2020-01-01,Poland,5729437.0,25516991.0,7128818.0,319606.0,584265.0,74330.0
2021-01-01,Poland,5702034.0,25212369.0,7270514.0,333405.0,541788.0,723036.0
2022-01-01,Poland,5676286.0,25620376.0,7402908.0,341641.0,505712.0,606768.0
1991-01-01,Portugal,2013938.0,6557627.0,1347444.0,115018.0,101161.0,-5186.0
1992-01-01,Portugal,1957745.0,6597039.0,1372896.0,114030.0,106384.0,32506.0
1993-01-01,Portugal,1916342.0,6649137.0,1402353.0,109287.0,99621.0,50190.0
1994-01-01,Portugal,1884064.0,6703252.0,1440372.0,107184.0,103939.0,34610.0
1995-01-01,Portugal,1846540.0,6745771.0,1473232.0,110363.0,107259.0,31270.0
1996-01-01,Portugal,1813358.0,6780851.0,1505708.0,113047.0,105157.0,48607.0
1997-01-01,Portugal,1791786.0,6824146.0,1540482.0,113510.0,106574.0,61476.0
1998-01-01,Portugal,1776043.0,6871887.0,1576896.0,116038.0,108268.0,57112.0
1999-01-01,Portugal,1762221.0,6920073.0,1607414.0,120071.0,105813.0,57438.0
2000-01-01,Portugal,1754899.0,6968093.0,1638412.0,112825.0,105582.0,65168.0
2001-01-01,Portugal,1751239.0,7008468.0,1674108.0,114456.0,106690.0,48744.0
2002-01-01,Portugal,1744373.0,7041942.0,1704010.0,112515.0,105879.0,33832.0
2003-01-01,Portugal,1736332.0,7065311.0,1729150.0,109298.0,102012.0,19211.0
2004-01-01,Portugal,1726013.0,7077094.0,1754183.0,109399.0,107464.0,17534.0
2005-01-01,Portugal,1715809.0,7085749.0,1775201.0,105449.0,101990.0,15499.0
2006-01-01,Portugal,1703801.0,7099933.0,1791983.0,105989.0,103512.0,19947.0
2007-01-01,Portugal,1690444.0,7119574.0,1808123.0,104594.0,104280.0,16647.0
2008-01-01,Portugal,1677159.0,7129848.0,1828095.0,99491.0,104434.0,15013.0
2009-01-01,Portugal,1663758.0,7130880.0,1850534.0,101381.0,105953.0,9426.0
2010-01-01,Portugal,1652561.0,7121510.0,1875955.0,96855.0,102845.0,-9550.0
2011-01-01,Portugal,1639760.0,7090569.0,1904157.0,89841.0,107612.0,-24951.0
2012-01-01,Portugal,1619062.0,7046746.0,1925956.0,82786.0,106553.0,-33794.0
2013-01-01,Portugal,1590737.0,6992255.0,1951211.0,82367.0,104843.0,-34473.0
2014-01-01,Portugal,1557896.0,6936394.0,1982964.0,85500.0,108539.0,-20669.0
2015-01-01,Portugal,1523138.0,6897786.0,2012622.0,87126.0,110573.0,-9211.0
2016-01-01,Portugal,1492462.0,6867010.0,2041416.0,86154.0,109586.0,-6885.0
2017-01-01,Portugal,1465325.0,6835702.0,2069544.0,84882.0,110448.0,-2868.0
2018-01-01,Portugal,1437493.0,6806362.0,2098282.0,83823.0,111285.0,-45.0
2019-01-01,Portugal,1411133.0,6778519.0,2124978.0,82981.0,112112.0,2784.0
2020-01-01,Portugal,1385419.0,6749041.0,2153823.0,82351.0,111868.0,5084.0
2021-01-01,Portugal,1360870.0,6719717.0,2183263.0,81940.0,111627.0,7918.0
2022-01-01,Portugal,1337463.0,6692627.0,2211991.0,81733.0,111459.0,10795.0
1991-01-01,Qatar,128919.0,314799.0,4877.0,10459.0,1058.0,5515.0
1992-01-01,Qatar,132703.0,325725.0,5083.0,10822.0,1066.0,5693.0
1993-01-01,Qatar,136681.0,336993.0,5286.0,10561.0,1072.0,6003.0
1994-01-01,Qatar,140363.0,348566.0,5523.0,10371.0,1077.0,5966.0
1995-01-01,Qatar,143460.0,360435.0,5817.0,10317.0,1109.0,5911.0
1996-01-01,Qatar,146081.0,372557.0,6193.0,10447.0,1147.0,13464.0
1997-01-01,Qatar,148876.0,392178.0,6541.0,10781.0,1186.0,21004.0
1998-01-01,Qatar,152183.0,419202.0,6809.0,10846.0,1229.0,21139.0
1999-01-01,Qatar,155645.0,446186.0,7119.0,11250.0,1275.0,20972.0
2000-01-01,Qatar,159487.0,472948.0,7462.0,12118.0,1330.0,20746.0
2001-01-01,Qatar,163916.0,499681.0,7834.0,12200.0,1388.0,21139.0
2002-01-01,Qatar,167629.0,527492.0,8261.0,12856.0,1448.0,20853.0
2003-01-01,Qatar,171155.0,555737.0,8751.0,13190.0,1555.0,78180.0
2004-01-01,Qatar,176015.0,640168.0,9275.0,13401.0,1702.0,135403.0
2005-01-01,Qatar,181870.0,780885.0,9805.0,14120.0,1857.0,135152.0
2006-01-01,Qatar,188433.0,921174.0,10368.0,15681.0,2026.0,134739.0
2007-01-01,Qatar,196207.0,1061208.0,10954.0,17210.0,2208.0,134760.0
2008-01-01,Qatar,204789.0,1201744.0,11598.0,17845.0,2396.0,135210.0
2009-01-01,Qatar,214122.0,1342313.0,12355.0,18427.0,2591.0,135241.0
2010-01-01,Qatar,223984.0,1482561.0,13322.0,19332.0,2749.0,113338.0
2011-01-01,Qatar,234243.0,1601146.0,14399.0,20045.0,2854.0,85283.0
2012-01-01,Qatar,244629.0,1692127.0,15506.0,20697.0,2952.0,73286.0
2013-01-01,Qatar,254892.0,1771662.0,16739.0,21272.0,3043.0,62700.0
2014-01-01,Qatar,265011.0,1841099.0,18112.0,21758.0,3128.0,53270.0
2015-01-01,Qatar,274863.0,1901597.0,19662.0,22152.0,3210.0,44803.0
2016-01-01,Qatar,284014.0,1954483.0,21370.0,22474.0,3286.0,37150.0
2017-01-01,Qatar,292545.0,2000424.0,23236.0,22746.0,3359.0,30218.0
2018-01-01,Qatar,300513.0,2040090.0,25207.0,22962.0,3429.0,23944.0
2019-01-01,Qatar,307753.0,2074285.0,27249.0,23128.0,3496.0,18260.0
2020-01-01,Qatar,314736.0,2103122.0,29321.0,23274.0,3530.0,13072.0
2021-01-01,Qatar,321299.0,2127269.0,31427.0,23394.0,3565.0,8358.0
2022-01-01,Qatar,326868.0,2147716.0,33598.0,23484.0,3594.0,4032.0
1991-01-01,Seychelles,23264.0,43509.0,4876.0,1601.0,522.0,-227.0
1992-01-01,Seychelles,23365.0,44176.0,4960.0,1689.0,597.0,-275.0
1993-01-01,Seychelles,23367.0,44919.0,5032.0,1636.0,561.0,-259.0
1994-01-01,Seychelles,23305.0,45726.0,5103.0,1582.0,525.0,-259.0
1995-01-01,Seychelles,23160.0,46573.0,5199.0,1611.0,566.0,-262.0
1996-01-01,Seychelles,23025.0,47400.0,5290.0,1475.0,603.0,-182.0
1997-01-01,Seychelles,22972.0,48067.0,5366.0,1412.0,570.0,-73.0
1998-01-01,Seychelles,22794.0,48941.0,5439.0,1460.0,560.0,63.0
1999-01-01,Seychelles,22476.0,50118.0,5543.0,1512.0,553.0,62.0
2000-01-01,Seychelles,22181.0,51314.0,5663.0,1440.0,554.0,129.0
2001-01-01,Seychelles,21891.0,52494.0,5788.0,1481.0,647.0,118.0
2002-01-01,Seychelles,21605.0,53630.0,5890.0,1498.0,668.0,94.0
